,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_range,monthlycharges_range
3696,Male,0,Yes,No,22,Yes,No,Yes,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.2,10105020.07,Yes,13 - 24,41 - 60
3697,Female,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.5,70607040.0505,Yes,61 - 72,101 - 120
3698,Male,0,Yes,Yes,21,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,20105070.0905,Yes,13 - 24,101 - 120
3699,Male,0,No,No,15,Yes,No,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.3,10201090.0805,No,13 - 24,81 - 100
3700,Male,1,Yes,No,29,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.3,20401040.0505,No,25 - 36,81 - 100
3701,Female,0,Yes,Yes,15,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5,10105050.06,No,13 - 24,61 - 80
3702,Male,1,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,70504080.01,Yes,61 - 72,101 - 120
3703,Male,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.4,10800090.0305,No,61 - 72,21 - 40
3704,Female,0,Yes,No,19,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.85,10506040.04,No,13 - 24,81 - 100
3705,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,1090.0605,No,1 - 12,1 - 20
3706,Female,0,No,No,1,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.7,7050.07,Yes,1 - 12,61 - 80
3707,Female,0,No,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.55,8040.04,No,1 - 12,41 - 60
3708,Female,1,Yes,Yes,11,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,806040.0805,No,1 - 12,81 - 100
3709,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,202080.0705,No,1 - 12,1 - 20
3710,Female,0,Yes,No,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.5,70705020.0005,No,61 - 72,101 - 120
3711,Female,1,Yes,No,20,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.8,10905010.0,Yes,13 - 24,81 - 100
3712,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,407000.06,No,13 - 24,21 - 40
3713,Male,1,No,No,49,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.35,40006000.09,No,49 - 60,81 - 100
3714,Female,0,Yes,Yes,4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,308040.05,Yes,1 - 12,101 - 120
3715,Male,0,No,No,32,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,30403020.09,Yes,25 - 36,101 - 120
3716,Male,0,No,Yes,2,Yes,No,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,100080.0605,No,1 - 12,41 - 60
3717,Male,1,Yes,No,69,No,No phone service,Yes,Yes,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),56.55,30905020.0605,No,61 - 72,41 - 60
3718,Male,0,No,No,6,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.5,406030.0005,Yes,1 - 12,81 - 100
3719,Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,409040.0005,No,13 - 24,1 - 20
3720,Female,0,No,No,32,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.05,30401060.0805,No,25 - 36,101 - 120
3721,Female,0,No,No,27,Yes,No,Yes,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),52.85,10409080.0605,No,25 - 36,41 - 60
3722,Female,1,Yes,No,27,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,20806070.0705,Yes,25 - 36,101 - 120
3723,Male,0,No,No,58,Yes,Yes,Yes,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.65,40800070.0305,No,49 - 60,81 - 100
3724,Male,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.35,7010.0305,Yes,1 - 12,61 - 80
3725,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.65,407010.0305,No,13 - 24,21 - 40
3726,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.3,10004010.08,No,37 - 48,21 - 40
3727,Female,0,Yes,Yes,70,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,70608090.08,No,61 - 72,101 - 120
3728,Female,0,No,No,13,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,89.4,10103020.0305,Yes,13 - 24,81 - 100
3729,Female,0,Yes,Yes,36,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,10801050.0,No,25 - 36,41 - 60
3730,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.8,10301010.03,No,61 - 72,1 - 20
3731,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,109090.0405,No,1 - 12,1 - 20
3732,Male,1,No,No,19,Yes,No,Yes,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.3,10603070.03,No,13 - 24,81 - 100
3733,Female,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,10302060.0305,No,61 - 72,1 - 20
3734,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4,60307060.0505,No,61 - 72,81 - 100
3735,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.0,903050.09,No,37 - 48,21 - 40
3736,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,2000.0005,No,1 - 12,21 - 40
3737,Male,0,Yes,Yes,18,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,83.25,10601010.0105,No,13 - 24,81 - 100
3738,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,2000.06,Yes,1 - 12,21 - 40
3739,Male,1,Yes,No,67,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),102.9,60908090.07,No,61 - 72,101 - 120
3740,Male,0,Yes,Yes,69,No,No phone service,Yes,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.1,20707090.05,No,61 - 72,41 - 60
3741,Male,0,No,No,19,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.95,10903010.0705,Yes,13 - 24,101 - 120
3742,Male,1,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,114.5,80303010.0905,No,61 - 72,101 - 120
3743,Female,1,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,703050.09,No,37 - 48,21 - 40
3744,Male,1,Yes,No,40,Yes,No,Yes,No,No,No,No,No,Yes,One year,No,Electronic check,55.8,20208030.03,No,37 - 48,41 - 60
3745,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.2,10404050.02,No,61 - 72,21 - 40
3746,Female,0,No,No,10,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.0,801080.0005,Yes,1 - 12,81 - 100
3747,Male,0,Yes,No,32,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),72.8,20303030.0005,No,25 - 36,61 - 80
3748,Female,0,No,No,21,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.85,10909020.0505,No,13 - 24,101 - 120
3749,Female,1,No,No,59,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.5,50809000.0,No,49 - 60,101 - 120
3750,Female,1,Yes,No,13,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,901060.0705,Yes,13 - 24,61 - 80
3751,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,10002090.08,No,37 - 48,21 - 40
3752,Male,0,Yes,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.0,10709060.0505,No,61 - 72,21 - 40
3753,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.9,3030.07,No,1 - 12,1 - 20
3754,Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.05,405040.0005,No,13 - 24,1 - 20
3755,Male,1,Yes,No,15,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,96.5,10309020.0205,No,13 - 24,101 - 120
3756,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,10004090.06,No,49 - 60,1 - 20
3757,Female,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.7,703040.06,No,25 - 36,21 - 40
3758,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,407050.01,No,13 - 24,21 - 40
3759,Female,0,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.15,7000.0105,Yes,1 - 12,61 - 80
3760,Male,1,Yes,No,16,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.55,10504000.0005,No,13 - 24,81 - 100
3761,Female,0,Yes,Yes,48,No,No phone service,Yes,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.4,10907080.0605,No,37 - 48,41 - 60
3762,Male,1,Yes,No,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,30108010.08,No,25 - 36,101 - 120
3763,Female,0,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.25,202090.07,No,1 - 12,61 - 80
3764,Male,1,No,No,57,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,93.75,50602050.0505,No,49 - 60,81 - 100
3765,Female,1,Yes,No,68,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.55,60508010.09,Yes,61 - 72,101 - 120
3766,Female,0,Yes,No,23,Yes,No,Yes,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),60.0,10304070.0105,No,13 - 24,61 - 80
3767,Female,0,Yes,No,65,Yes,No,Yes,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),59.8,30800080.02,No,61 - 72,61 - 80
3768,Male,0,Yes,No,44,Yes,No,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),90.65,30907040.0105,No,37 - 48,81 - 100
3769,Female,0,Yes,Yes,71,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.0,70606010.08,No,61 - 72,101 - 120
3770,Female,0,Yes,No,37,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),68.1,20407090.0205,No,37 - 48,61 - 80
3771,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,206060.06,No,1 - 12,21 - 40
3772,Male,0,Yes,Yes,69,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.95,50600010.04,No,61 - 72,81 - 100
3773,Female,0,No,No,35,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.55,10908020.06,No,25 - 36,61 - 80
3774,Male,0,No,No,5,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.6,303090.09,No,1 - 12,61 - 80
3775,Male,0,Yes,Yes,58,Yes,Yes,Yes,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.5,40802080.0005,No,49 - 60,81 - 100
3776,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),82.3,50908000.0505,No,61 - 72,81 - 100
3777,Male,0,Yes,No,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,68.15,40800080.07,No,61 - 72,61 - 80
3778,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.3,2000.03,No,1 - 12,21 - 40
3779,Female,0,No,No,39,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,95.55,30609020.0805,Yes,37 - 48,81 - 100
3780,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.2,10006080.0105,No,49 - 60,21 - 40
3781,Female,0,No,No,27,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.2,20308030.06,No,25 - 36,81 - 100
3782,Female,1,No,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.65,6090.0605,Yes,1 - 12,61 - 80
3783,Female,1,No,No,1,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.3,8090.03,Yes,1 - 12,81 - 100
3784,Female,0,Yes,No,18,Yes,No,Yes,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,74.8,10403080.0005,No,13 - 24,61 - 80
3785,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.2,901070.0405,No,37 - 48,21 - 40
3786,Female,0,Yes,No,72,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),84.4,60009060.0405,No,61 - 72,81 - 100
3787,Female,0,No,No,36,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.55,30007080.01,Yes,25 - 36,81 - 100
3788,Female,0,Yes,No,4,No,No phone service,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.15,9090.0905,No,1 - 12,21 - 40
3789,Female,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.8,407050.02,No,25 - 36,1 - 20
3790,Female,0,Yes,Yes,40,No,No phone service,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.85,20003060.0505,No,37 - 48,41 - 60
3791,Male,0,Yes,No,63,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,60404040.0005,No,61 - 72,101 - 120
3792,Female,1,No,No,15,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,96.3,10402060.0705,Yes,13 - 24,101 - 120
3793,Male,0,No,No,14,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.5,706070.0505,No,13 - 24,41 - 60
3794,Male,1,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.75,70903020.05,No,61 - 72,101 - 120
3795,Male,0,No,No,39,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,40004000.0605,No,37 - 48,101 - 120
3796,Female,0,Yes,Yes,47,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.0,20706080.0605,No,37 - 48,61 - 80
3797,Male,0,Yes,No,19,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),88.8,10607020.0305,No,13 - 24,81 - 100
3798,Female,0,No,No,5,Yes,Yes,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,407040.08,Yes,1 - 12,81 - 100
3799,Female,0,No,No,13,No,No phone service,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.1,404060.01,Yes,13 - 24,21 - 40
3800,Female,0,No,No,17,Yes,Yes,Yes,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.05,10304050.0605,No,13 - 24,81 - 100
3801,Male,1,Yes,No,34,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.55,20402050.04,No,25 - 36,61 - 80
3802,Female,0,No,No,42,Yes,No,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,20007070.0905,No,37 - 48,41 - 60
3803,Male,0,Yes,No,5,Yes,Yes,Yes,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.3,401060.03,Yes,1 - 12,81 - 100
3804,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,10606030.05,No,61 - 72,21 - 40
3805,Male,1,Yes,No,19,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),66.4,10208060.0005,No,13 - 24,61 - 80
3806,Female,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.6,3050.0805,Yes,1 - 12,1 - 20
3807,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.8,10009040.0305,No,49 - 60,1 - 20
3808,Male,0,Yes,No,72,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.4,70701090.05,No,61 - 72,101 - 120
3809,Female,0,No,No,6,Yes,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.95,501040.06,No,1 - 12,81 - 100
3810,Female,0,Yes,Yes,17,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.45,10405010.06,Yes,13 - 24,81 - 100
3811,Male,0,Yes,No,61,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),80.9,40903020.05,No,61 - 72,81 - 100
3812,Male,0,Yes,Yes,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,7010.0,Yes,1 - 12,61 - 80
3813,Male,0,Yes,Yes,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),111.8,50404030.0605,No,37 - 48,101 - 120
3814,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.6,303000.0205,No,13 - 24,21 - 40
3815,Male,1,No,No,9,Yes,Yes,Yes,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.05,704060.05,Yes,1 - 12,81 - 100
3816,Female,0,No,No,3,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.6,102020.07,No,1 - 12,41 - 60
3817,Male,0,No,Yes,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.4,4040.04,Yes,1 - 12,41 - 60
3818,Male,0,No,No,65,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),105.1,60603010.0805,No,61 - 72,101 - 120
3819,Female,0,Yes,Yes,70,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.15,80205000.0,No,61 - 72,
3820,Male,0,Yes,No,60,Yes,No,Yes,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,59.8,30506010.0105,No,49 - 60,61 - 80
3821,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.3,10706030.0505,No,61 - 72,21 - 40
3822,Female,1,No,No,35,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,20401090.0,No,25 - 36,61 - 80
3823,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,407000.02,No,13 - 24,21 - 40
3824,Male,0,Yes,Yes,66,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),79.85,50203040.0905,No,61 - 72,81 - 100
3825,Male,1,Yes,No,1,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,7000.03,Yes,1 - 12,61 - 80
3826,Female,0,Yes,No,1,Yes,No,Yes,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.35,7090.0305,Yes,1 - 12,81 - 100
3827,Male,0,Yes,Yes,34,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.05,30009070.0,No,25 - 36,81 - 100
3828,Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.45,10700090.01,No,61 - 72,21 - 40
3829,Male,0,Yes,Yes,31,No,No phone service,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,59.95,10804080.08,No,25 - 36,61 - 80
3830,Male,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,702030.03,No,25 - 36,21 - 40
3831,Female,0,No,No,9,Yes,No,Yes,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,800090.0705,Yes,1 - 12,81 - 100
3832,Male,0,Yes,Yes,20,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.45,10407000.0905,Yes,13 - 24,61 - 80
3833,Male,1,Yes,No,19,No,No phone service,Yes,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),34.3,507070.0105,No,13 - 24,21 - 40
3834,Female,0,Yes,No,65,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,60901040.0905,No,61 - 72,101 - 120
3835,Female,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.3,600020.09,No,25 - 36,1 - 20
3836,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.15,102040.04,No,1 - 12,1 - 20
3837,Female,0,No,No,2,No,No phone service,Yes,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,51.4,9060.08,No,1 - 12,41 - 60
3838,Male,0,Yes,Yes,53,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.85,30802070.09,No,49 - 60,61 - 80
3839,Male,1,Yes,No,7,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.4,503030.0005,No,1 - 12,61 - 80
3840,Female,0,Yes,Yes,61,Yes,No,Yes,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),49.7,20906010.04,No,61 - 72,41 - 60
3841,Male,1,No,No,70,No,No phone service,Yes,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,45.25,30206040.0405,Yes,61 - 72,41 - 60
3842,Female,0,No,No,13,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,78.75,909050.0305,No,13 - 24,81 - 100
3843,Male,1,Yes,No,35,Yes,Yes,Yes,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),81.6,20801050.0205,No,25 - 36,81 - 100
3844,Female,0,Yes,No,2,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.4,105040.08,No,1 - 12,61 - 80
3845,Female,0,No,No,3,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.8,204060.03,Yes,1 - 12,61 - 80
3846,Female,0,No,No,3,Yes,Yes,Yes,No,No,No,No,No,No,Month-to-month,No,Electronic check,76.1,205070.06,No,1 - 12,61 - 80
3847,Female,0,No,No,62,Yes,Yes,Yes,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,50705070.02,No,61 - 72,81 - 100
3848,Male,0,Yes,Yes,72,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),103.95,70501070.07,No,61 - 72,101 - 120
3849,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.95,10203040.08,No,61 - 72,1 - 20
3850,Male,1,No,No,20,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),71.3,10308090.02,Yes,13 - 24,61 - 80
3851,Female,1,No,No,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),110.8,30803060.03,No,25 - 36,101 - 120
3852,Male,1,Yes,No,21,Yes,No,Yes,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,10407040.0705,Yes,13 - 24,61 - 80
3853,Male,0,Yes,No,62,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,60000010.0405,No,61 - 72,101 - 120
